localidade,coluna_idx,valor
Paraná,36,98.96
Paraná,37,85.25
Paraná,38,79.0
Paraná,39,85.42
Paraná,40,33.3
Paraná,41,31.67
Paraná,42,33.35
Paraná,43,6.53
Paraná,44,4.36
Paraná,45,6.75
Santa Catarina,1,22.64
Santa Catarina,2,9.75
Santa Catarina,3,23.51
Santa Catarina,4,98.62
Santa Catarina,5,93.73
Santa Catarina,6,98.72
Santa Catarina,7,86.85
Santa Catarina,8,80.97
Santa Catarina,9,87.0
Santa Catarina,10,28.34
Santa Catarina,11,24.82
Santa Catarina,12,28.44
Santa Catarina,13,5.52
Santa Catarina,14,4.0
Santa Catarina,15,5.65
Santa Catarina,16,22.59
Santa Catarina,17,10.63
Santa Catarina,18,23.29
Santa Catarina,19,98.61
Santa Catarina,20,93.05
Santa Catarina,21,98.74
Santa Catarina,22,86.3
Santa Catarina,23,77.16
Santa Catarina,24,86.54
Santa Catarina,25,25.11
Santa Catarina,26,20.13
Santa Catarina,27,25.24
Santa Catarina,28,4.97
Santa Catarina,29,3.91
Santa Catarina,30,5.05
Santa Catarina,31,22.69
Santa Catarina,32,9.08
Santa Catarina,33,23.72
Santa Catarina,34,98.63
Santa Catarina,35,94.59
Santa Catarina,36,98.7
Santa Catarina,37,87.43
Santa Catarina,38,85.12
Santa Catarina,39,87.49
Santa Catarina,40,31.66
Santa Catarina,41,28.78
Santa Catarina,42,31.75
Santa Catarina,43,6.04
Santa Catarina,44,4.06
Santa Catarina,45,6.22
Rio Grande do Sul,1,22.16
Rio Grande do Sul,2,9.07
Rio Grande do Sul,3,23.22
Rio Grande do Sul,4,98.18
Rio Grande do Sul,5,92.7
Rio Grande do Sul,6,98.31
Rio Grande do Sul,7,85.94
Rio Grande do Sul,8,79.03
Rio Grande do Sul,9,86.15
Rio Grande do Sul,10,30.2
Rio Grande do Sul,11,26.7
Rio Grande do Sul,12,30.31
Rio Grande do Sul,13,5.93
Rio Grande do Sul,14,3.63
Rio Grande do Sul,15,6.16
Rio Grande do Sul,16,22.33
Rio Grande do Sul,17,10.27
Rio Grande do Sul,18,23.18
Rio Grande do Sul,19,98.12
Rio Grande do Sul,20,92.47
Rio Grande do Sul,21,98.27
Rio Grande do Sul,22,85.1
Rio Grande do Sul,23,77.82
Rio Grande do Sul,24,85.32
Rio Grande do Sul,25,26.59
Rio Grande do Sul,26,26.25
Rio Grande do Sul,27,26.6
Rio Grande do Sul,28,5.43
Rio Grande do Sul,29,3.49
Rio Grande do Sul,30,5.6
Rio Grande do Sul,31,22.0
Rio Grande do Sul,32,8.2
Rio Grande do Sul,33,23.27
Rio Grande do Sul,34,98.23
Rio Grande do Sul,35,92.97
Rio Grande do Sul,36,98.36
Rio Grande do Sul,37,86.81
Rio Grande do Sul,38,80.25
Rio Grande do Sul,39,87.01
Rio Grande do Sul,40,33.86
Rio Grande do Sul,41,27.16
Rio Grande do Sul,42,34.08
Rio Grande do Sul,43,6.37
Rio Grande do Sul,44,3.73
Rio Grande do Sul,45,6.68
Centro-Oeste,1,25.6
Centro-Oeste,2,12.24
Centro-Oeste,3,26.58
Centro-Oeste,4,98.14
Centro-Oeste,5,93.25
Centro-Oeste,6,98.25
Centro-Oeste,7,83.89
Centro-Oeste,8,78.96
Centro-Oeste,9,84.04
Centro-Oeste,10,28.94
Centro-Oeste,11,30.3
Centro-Oeste,12,28.89
Centro-Oeste,13,6.73
Centro-Oeste,14,5.31
Centro-Oeste,15,6.86
Centro-Oeste,16,25.68
Centro-Oeste,17,13.17
Centro-Oeste,18,26.48
Centro-Oeste,19,98.1
Centro-Oeste,20,92.08
Centro-Oeste,21,98.24
Centro-Oeste,22,83.53
Centro-Oeste,23,76.13
Centro-Oeste,24,83.73
Centro-Oeste,25,26.59
Centro-Oeste,26,28.68
Centro-Oeste,27,26.52
Centro-Oeste,28,6.22
Centro-Oeste,29,5.2
Centro-Oeste,30,6.31
Centro-Oeste,31,25.53
Centro-Oeste,32,11.52
Centro-Oeste,33,26.67
Centro-Oeste,34,98.18
Centro-Oeste,35,94.71
Centro-Oeste,36,98.25
Centro-Oeste,37,84.26
Centro-Oeste,38,81.29
Centro-Oeste,39,84.36
Centro-Oeste,40,31.33
Centro-Oeste,41,31.71
Centro-Oeste,42,31.32
Centro-Oeste,43,7.21
Centro-Oeste,44,5.4
Centro-Oeste,45,7.4
Mato Grosso do Sul,1,26.35
Mato Grosso do Sul,2,11.29
Mato Grosso do Sul,3,27.46
Mato Grosso do Sul,4,98.13
Mato Grosso do Sul,5,92.73
Mato Grosso do Sul,6,98.23
Mato Grosso do Sul,7,82.81
Mato Grosso do Sul,8,77.71
Mato Grosso do Sul,9,82.95
Mato Grosso do Sul,10,28.85
Mato Grosso do Sul,11,31.89
Mato Grosso do Sul,12,28.75
Mato Grosso do Sul,13,7.05
Mato Grosso do Sul,14,5.18
Mato Grosso do Sul,15,7.23
Mato Grosso do Sul,16,26.6
Mato Grosso do Sul,17,12.09
Mato Grosso do Sul,18,27.56
Mato Grosso do Sul,19,98.14
Mato Grosso do Sul,20,92.25
Mato Grosso do Sul,21,98.27
Mato Grosso do Sul,22,82.72
Mato Grosso do Sul,23,79.21
Mato Grosso do Sul,24,82.81
Mato Grosso do Sul,25,27.0
Mato Grosso do Sul,26,29.42
Mato Grosso do Sul,27,26.92
Mato Grosso do Sul,28,6.61
Mato Grosso do Sul,29,4.72
Mato Grosso do Sul,30,6.77
Mato Grosso do Sul,31,26.1
Mato Grosso do Sul,32,10.66
Mato Grosso do Sul,33,27.36
Mato Grosso do Sul,34,98.11
Mato Grosso do Sul,35,93.4
Mato Grosso do Sul,36,98.18
Mato Grosso do Sul,37,82.91
Mato Grosso do Sul,38,76.38
Mato Grosso do Sul,39,83.1
Mato Grosso do Sul,40,30.74
Mato Grosso do Sul,41,34.19
Mato Grosso do Sul,42,30.62
Mato Grosso do Sul,43,7.45
Mato Grosso do Sul,44,5.54
Mato Grosso do Sul,45,7.66
Mato Grosso,1,26.12
Mato Grosso,2,12.82
Mato Grosso,3,26.97
Mato Grosso,4,97.66
Mato Grosso,5,90.91
Mato Grosso,6,97.79
Mato Grosso,7,80.14
Mato Grosso,8,70.26
Mato Grosso,9,80.39
Mato Grosso,10,25.66
Mato Grosso,11,29.27
Mato Grosso,12,25.55
Mato Grosso,13,6.78
Mato Grosso,14,6.24
Mato Grosso,15,6.82
Mato Grosso,16,25.7
Mato Grosso,17,13.18
Mato Grosso,18,26.42
Mato Grosso,19,97.69
Mato Grosso,20,89.7
Mato Grosso,21,97.85
Mato Grosso,22,80.04
Mato Grosso,23,69.69
Mato Grosso,24,80.26
Mato Grosso,25,23.25
Mato Grosso,26,28.02
Mato Grosso,27,23.11
Mato Grosso,28,6.16
Mato Grosso,29,5.87
Mato Grosso,30,6.18
Mato Grosso,31,26.54
Mato Grosso,32,12.53
Mato Grosso,33,27.53
Mato Grosso,34,97.64
Mato Grosso,35,92.31
Mato Grosso,36,97.74
Mato Grosso,37,80.24
Mato Grosso,38,70.72
Mato Grosso,39,80.51
Mato Grosso,40,28.14
Mato Grosso,41,30.43
Mato Grosso,42,28.07
Mato Grosso,43,7.39
Mato Grosso,44,6.54
Mato Grosso,45,7.47
Goiás,1,24.44
Goiás,2,11.15
Goiás,3,25.49
Goiás,4,98.1
Goiás,5,93.15
Goiás,6,98.22
Goiás,7,84.05
Goiás,8,79.8
Goiás,9,84.18
Goiás,10,27.42
Goiás,11,27.19
Goiás,12,27.43
Goiás,13,5.88
Goiás,14,4.44
Goiás,15,6.03
Goiás,16,24.45
Goiás,17,12.09
Goiás,18,25.31
Goiás,19,98.01
Goiás,20,92.09
Goiás,21,98.16
Goiás,22,83.3
Goiás,23,74.27
Goiás,24,83.56
Goiás,25,25.02
Goiás,26,26.61
Goiás,27,24.96
Goiás,28,5.39
Goiás,29,4.37
Goiás,30,5.48
Goiás,31,24.43
Goiás,32,10.43
Goiás,33,25.67
Goiás,34,98.2
Goiás,35,94.45
Goiás,36,98.28
Goiás,37,84.81
Goiás,38,84.35
Goiás,39,84.82
Goiás,40,29.88
Goiás,41,27.67
Goiás,42,29.97
Goiás,43,6.35
Goiás,44,4.49
Goiás,45,6.56
Distrito Federal,1,27.13
Distrito Federal,2,15.63
Distrito Federal,3,27.91
Distrito Federal,4,98.96
Distrito Federal,5,96.6
Distrito Federal,6,99.02
Distrito Federal,7,89.49
Distrito Federal,8,85.41
Distrito Federal,9,89.66
Distrito Federal,10,36.83
Distrito Federal,11,37.79
Distrito Federal,12,36.79
Distrito Federal,13,8.48
Distrito Federal,14,6.87
Distrito Federal,15,8.61
Distrito Federal,16,27.9
Distrito Federal,17,17.64
Distrito Federal,18,28.5
Distrito Federal,19,98.89
Distrito Federal,20,94.54
Distrito Federal,21,99.01
Distrito Federal,22,89.5
Distrito Federal,23,83.09
Distrito Federal,24,89.72
Distrito Federal,25,34.27
Distrito Federal,26,34.03
Distrito Federal,27,34.28
Distrito Federal,28,8.09
Distrito Federal,29,7.46
Distrito Federal,30,8.13
Distrito Federal,31,26.43
Distrito Federal,32,14.24
Distrito Federal,33,27.38
Distrito Federal,34,99.03
Distrito Federal,35,99.2
Distrito Federal,36,99.03
Distrito Federal,37,89.49
Distrito Federal,38,87.28
Distrito Federal,39,89.58
Distrito Federal,40,39.43
Distrito Federal,41,40.77
Distrito Federal,42,39.37
Distrito Federal,43,8.81
Distrito Federal,44,6.49
Distrito Federal,45,9.03
